STATE,CA,COND,K,MG,Sodium,ANC,CL,CO3,COLOR,DOC,HCO3,NH4,NO3,NTL,PTL,SIO2,SO4,TSS,TURB,AG_TOT,ASPCTDEG,ELEVMEAN,FOR_TOT,KM_SEA,POPDENKM,PRECIP_M,RD_DEN,RNG_TOT,SLOPMEAN,WSAREA,W1_HALL,LAT_DD,LON_DD
ID,101,19.64,9.2,26.2,38.9,93.9,6.2,0.099,6,1.17,98.369,0.4,24.3,399,1,6.92,37.1,0,0.085,0,288,1596,84.3,451,0,2.148,3.76,9.73,20.45,25.9974,0.33335,48.32913,116.1561
ID,882.8,229,31.6,176.9,1199.9,1626.8,66.6,15.873,10,1.05,1616.764,0.2,2.1,69,6,46.25,360.8,3.4,0.44,0,264,2172.1,28.43,723,0.024,0.704,5.34,70.38,18.91,168.7113,0.75,43.55661,114.80021
ID,120.9,30.24,9.9,123.5,57.6,269.6,8.2,0.901,10,1.66,264.588,0.4,0,60,11,9.35,14.6,1.3,0.264,0,146,2070.5,79.98,673,0.048,0.843,13.42,14.41,18.76,20.9442,0.354184375,45.51286,113.99451
ID,1454.9,199.3,21.1,358.5,180.1,1719.7,16.9,25.422,8,0.76,1671.823,0,13.6,214,19,24.25,253.6,5.8,0.268,0,343,1819.8,81.11,512,0,0.981,17.12,15.52,19.87,6.9214,2.045454545,44.66203,116.95473
ID,96.9,23.88,11.3,38.6,77.2,207.4,7.3,0.547,9,1.23,197.805,0.2,0,81,11,14.52,11.2,4.1,0.343,0,18,2011.2,97.03,545,0,0.992,0.11,1.58,16.4,17.0745,0,45.71372,115.64173
ID,91.3,18.29,4.7,71.3,17.9,153,6.5,0.347,8,1.13,150.864,0.4,2.9,68,17,4.72,10.8,0.8,0.111,0,63,2727.4,45.12,724,0.113,0.66,0,38.7,24.57,8.8387,0.121218182,44.71089,113.78403
ID,667.7,98.38,5.9,132.6,192.6,982,14.4,4.766,12,0.88,968.583,0.2,2.9,98,14,17.45,16.9,10.6,0.45,0,234,2057.6,40.62,707,0,0.648,0,58.94,19.42,1.6586,0,43.48905,115.12612
ID,979.9,161.7,34.7,327.7,330,1373.4,56.4,58.787,10,1.44,1309.976,0.4,0,150,10,12.82,185.1,2.6,0.432,1.97,293,2139,53.44,573,0.375,0.692,3.07,37.94,19.7,26723.2327,0.20455,45.46657,115.39923
ID,528.2,70.65,13.7,96.9,139.7,679.3,14.9,7.699,5,1.92,652.265,0.6,4.3,173,5,12.45,41,2.6,0.327,0.38,241,2004.7,40.95,675,0.098,0.75,5.02,51.64,19.93,2580.6349,1.810627273,43.34053,115.53651
OR,393.8,88.68,33.8,248.7,241.8,757.1,57.8,5.902,0,1.52,722.754,3.4,15.7,464,67,29.93,37.7,5,1.53,8.92,238,1013.1,76.8,91,22.583,0.983,14.81,10.39,12.45,6292.0638,4.068245455,42.42288,123.25288
OR,285.5,61,12.9,102.9,205,409.4,120.4,0.842,1,1.28,383.283,1.2,5,153,12,15.04,38.7,4.8,0.56,0,73,482.2,94.88,29,0.182,2.393,14.87,0.13,13.66,131.5824,1.158043506,45.88219,123.29801
OR,145.2,45.07,17.4,82.7,176.6,258.1,77,0.365,5,1.29,257.184,0.9,10.7,250,9,12.17,51.8,2.4,0.198,0,6,377.9,99,26,0,1.894,18.86,0.39,22.98,9.0603,0.6667,43.32611,123.84609
OR,333.7,63.71,27.2,155.5,146.5,621,9.9,2.688,8,0.98,627.234,0.2,0,35,23,32.64,9,0,0.164,0,50,1896,66.99,39,0,0.833,19.05,32.1,10.97,15.5585,0.6667,44.95604,118.37558
OR,164.7,48.02,17,96.6,177,309.1,79.5,0.778,9,1.47,287.742,0.6,11.4,228,9,14.55,39.6,1.1,0.37,0,233,704.9,94.08,46,0.041,1.764,22.34,2.98,18.52,49.0209,1.818236364,43.02091,123.82502
OR,192,70.03,31.3,177.1,231.8,575,24.5,5.336,5,1,543.518,0.6,2.9,163,50,19.06,9.4,6.4,0.551,0.1,38,1521.6,81.37,204,2.118,0.855,17.8,9.67,4.98,4550.5298,0.6591,43.97674,121.40618
OR,3852.8,517,81.5,950.8,772,3488.4,87.7,70.457,5,1.74,3434.821,0.6,22.1,520,88,36.2,1989.8,12.8,1.77,0.7,100,1318.7,11.9,501,0.179,0.368,6.26,87.31,15.68,184.0576,0.33335,44.44759,117.36697
OR,1783.7,274.6,38.3,906.8,258.8,2791.4,23.7,46.568,10,1.16,2924.618,0.4,2.9,250,26,29.93,136.4,0.5,0.102,0,210,1611.3,86.6,403,0,0.639,28.23,13.4,15.01,2.092,0,44.84428,118.49367
OR,272,58,33.3,174.3,122.3,552.2,11.8,2.25,0,0.64,525.071,0.4,0,25,34,29.76,15.6,3.2,0.196,0,354,2016.7,98.57,418,0,1.006,0,1.31,22.35,1.2382,0,44.33353,118.64122
OR,1211,295.6,57.1,935.2,949.6,2935.4,83.5,112.824,10,2.34,3093.02,0.6,2.1,303,18,24.27,234,24.4,0.804,1.7,269,1301.7,56.23,262,0.557,0.503,10.98,41.25,13.01,15422.5539,2.113677273,44.90409,120.45362
OR,4626.8,608.1,36,752.7,411,4881.8,75,35.864,9,1.5,4598.7,0.5,2.1,105,5,27.22,946.5,3.8,0.244,0,70,1680.8,53.1,358,0.078,0.627,10.84,46.7,8.62,12.7634,3.055611111,44.01947,119.47631
OR,2111.4,394,28.9,910,1330.1,4058.6,107.2,123.751,5,1.52,3985.929,0.2,0,125,22,28.73,187,3.4,2.13,0,191,1103.1,47.57,287,0.195,0.427,7.38,52.31,13.78,41.0092,2.9931,44.82201,120.15535
OR,161.9,38.91,11.1,111.7,99.4,354.8,21.4,0.893,5,0.75,338.097,0.2,0,74,4,18.3,5.4,0.1,0.172,0,172,1179.7,66.51,168,0,1.148,7.2,0.46,7.71,3.2376,0.909136364,45.18545,121.64106
OR,297.8,75.78,75.4,227.1,168.4,727,11.8,3.445,5,0.77,700.152,0.4,0,39,37,38.66,9.2,1,0.347,0,326,1755.8,94.46,418,0.378,0.764,20.72,4.75,13.93,37.0833,0.33335,44.53202,118.47835
OR,406.5,101.5,19.4,342.9,181.3,884.1,33.3,4.889,10,0.62,865.327,0.4,2.9,63,6,30.09,3.5,0.8,0.221,0,108,1058.7,91.54,180,0,0.978,10.06,5.11,6.48,11.8659,0.761904762,45.09683,121.5505
OR,1607.7,292.3,88.6,624.6,910.2,2915.3,136,244.422,10,2.78,2667.61,1.2,2.1,339,100,43.5,132.6,2.9,0.902,0,331,1174.6,49.79,276,0.139,0.451,11.53,49.54,12.8,129.45,1.870388889,45.09772,120.10121
OR,305.5,74.57,73.5,225.6,166.3,727,12.1,6.206,5,0.78,709.188,0.4,0,46,35,39.51,9,1.3,0.43,0,336,1701.9,95.03,415,0.387,0.732,27.48,4.07,13.85,46.512,3.152916667,44.57589,118.49073
OR,1279.2,291.4,114.6,1024.4,723.2,2939.7,116.5,73.598,10,1.65,3053.836,0.8,2.9,164,63,56.79,71,2.7,0.175,0,212,881.4,3.73,231,0,0.307,3.47,96.09,5.95,35.3899,1.030304545,44.84534,121.00327
ID,465.9,102.6,60.8,310.1,203.4,1013.4,10.4,6.539,10,1.66,962.666,0.6,0,185,49,38.61,16.9,9,4.39,0,229,1550.5,90.25,544,0.71,0.837,15.23,9.5,11.75,21.1166,1.325795455,44.91362,116.22571
OR,1302,295.3,117,1034.4,687.3,2731.8,154.6,36.503,5,1.32,2886.125,0.9,27.1,570,43,46.72,126.2,6.4,0.27,1.63,356,873,0.16,214,0.091,0.311,2.26,97.11,8.1,230.1742,0.424263636,45.14138,120.9674
OR,608.2,135.3,76.7,344.4,377.5,1365.9,22.6,8.178,10,1.06,1350.995,0.6,2.1,200,42,48.78,8.3,10,1.17,0,24,1697.4,89.52,382,0,0.549,12.26,9.49,9.97,16.2237,1.5,44.61148,118.94006
OR,1045.7,188,35.9,402.6,560.9,2034.7,28.2,36.233,1,0.81,1892.729,0.3,0,79,17,28.31,86,9.5,0.729,0,207,1730.7,90.55,376,0,0.553,16.37,9.43,9.33,13.2382,2.734895455,44.04778,119.25261
OR,365.8,119.3,48.3,195.8,446.6,1111.2,57.5,66.912,0,0.93,985.118,0.8,11.4,269,57,33.07,45.6,3.3,0.405,4.55,30,1286.8,46.33,226,4.293,0.523,12.89,45.94,6.36,24538.1897,2.000040909,44.8663,121.05829
OR,1108.4,255.6,53,925.3,782.7,2733,54.7,271.4,15,2.45,2407.633,0.6,0,260,7,34.07,45,3.5,0.471,10.1,293,1374.7,49.28,341,0.171,0.428,10.35,40.5,9.78,538.7617,1.83335,44.75647,119.41316
ID,340.3,76.69,45.8,238,158.5,707.4,15.5,0.894,5,1.88,674.783,0.4,13.6,254,67,39.78,16.4,0.1,4.26,0,238,1348.5,28.51,468,0.036,0.649,10.59,71.47,14.72,27.5972,1.356063636,45.86143,116.61914
ID,184.9,32.48,3.4,61.9,60.2,322.7,4.5,0.712,10,1.25,269.553,0.3,0,38,1,12.37,16.4,0.1,0.132,0,64,1692.1,76.02,552,0,1.641,0,22.39,20.93,8.6385,0,46.62902,115.16426
ID,288.1,52.5,35.1,93.3,150.8,488.7,10.2,2.166,15,2.06,450.431,0.4,0,141,88,25.81,15.2,23.4,2.91,0,133,2354.8,64.64,693,0,0.608,6.12,33.07,18.22,18.912,0.780309091,44.81675,114.14713
ID,186.4,36.11,11.1,28.8,131.9,336.2,8.5,0.964,10,1.21,303.28,0.2,0,54,4,14.94,12.1,0.2,0.148,0,119,1742.7,89.79,593,0,1.055,1.56,6.37,20.33,119.8611,0,45.85814,114.91584
WA,253.9,59.25,13.7,203.6,105.5,561.7,16.1,1.308,5,0.7,568.407,0.5,2.1,33,18,25.95,3.3,0,2.31,0,267,1064.1,99.27,165,0,0.802,20.63,0.18,4.79,37.785,0.151522727,46.15187,120.9786
WA,392.2,86.75,52.4,221.6,218.7,518.7,19.5,2.24,0,1.25,499.148,0.6,4.3,133,34,36.46,287.7,1.8,0.262,0,53,1565.1,84.8,137,0,1.423,15.02,2.59,7.65,13.1308,0.784999134,46.26366,121.35376
WA,33.2,9.194,2.3,17.8,30.7,26.1,12.7,0.013,18,2.89,30.358,0.4,2.1,89,1,3.9,18.9,0,0.31,0,108,977.2,91.8,32,0.593,3.136,1.28,4.24,19.2,3.3668,1.204545455,48.04206,121.72463
WA,479.9,98.99,58.4,376.3,175.7,938.1,19.2,5.939,5,1.25,915.627,0.4,7.1,150,47,38.96,63.1,3.6,0.48,0,85,1404.7,67.64,126,0.106,1.167,13.56,31.74,13.51,28.382,0.484872727,46.72988,120.93914
WA,1527.7,331.2,44.3,1867.7,276.6,3758.1,22,34.049,10,2.51,3631.472,1.1,6.4,228,17,22.11,31.4,5.2,0.968,0,12,1125.8,66.49,131,0,0.818,36.33,32.72,20.03,3.7103,0.636381818,47.42888,120.58642
WA,421.6,64.4,24.9,115.4,114.1,560.2,9.3,1.611,14,3.53,530.975,0.4,0,85,1,15.6,53.7,0.6,0.604,0,82,1974.5,91.25,187,0,0.757,9.41,3.02,12.43,3.6277,3.33335,48.75608,119.89609
WA,450.6,73.75,1.4,236.3,80.4,671.2,14.7,3.109,7,0.44,661.507,0.3,6.4,90,2,14.25,50.8,0,0.049,0,105,869.6,85,8,0,1.792,21.51,0.37,28.55,13.0424,1.5,47.74267,122.97348
WA,2783.9,409.9,47.2,1219.9,269.9,3787.6,39.5,50.078,8,1.34,3695.096,0.3,2.9,86,51,31.67,488.2,1.7,0.543,0.06,184,952.4,92.84,272,0.022,0.43,22.93,2.81,15.74,91.406,2.730904978,48.1391,118.52751
ID,181.6,44.83,16.6,87.6,99.8,400.5,13,0.045,20,3.07,341.109,0.4,0,128,9,15.64,12.3,1.8,0.52,0,63,1291.8,86.48,526,0,1.534,18.6,5.47,16.35,225.0333,0.378804545,46.60219,115.52497
ID,65,14.16,7.1,16.6,45.8,114.9,3.1,0.055,10,1.59,99.393,0.3,0,76,1,6.83,11.2,0.1,0.154,0,166,2138.5,59.67,543,0.026,1.426,8.97,33.34,11.36,39.1141,0.174245455,45.07931,116.0938
ID,1269.2,252.5,111.8,819.5,323.1,1044.6,29.3,5.099,10,2.37,842.366,0.4,0,78,23,29.12,1448.2,4.9,0.253,0,207,1577.2,46.28,514,0.128,0.869,24.47,53.38,26,7.8281,0,45.43438,116.24657
ID,698.1,107.3,31.4,308.6,120.7,1075.8,13,6.261212671,0,0.99,1010.740551,0.4,2.1,125,19.30125,11.87,60.4,10.28,0.623,0,205,2251.6,82.88,661,0,0.794,11.25,17.21,21.02,6.0547,0.33335,45.02333,114.44525
ID,2919.2,438.2,65.2,1348.3,501.5,3659.5,268,88.15013326,5,1.77,3493.045217,1.1,80,1340.625,6.56625,14.87,791.6,4.04,0.39,10.81,280,2258.3,44.86,904,1.938,0.819,5.19,35.22,12.08,22314.6232,3.356172727,43.78725,111.89756
ID,58.2,15.75,9.3,32.2,58.3,122.8,7.3,0.160020515,20,2.47,115.3870043,0.4,2.1,99.375,4.70875,11.5,6,0.96,0.357,0,75,1358.2,49.35,480,0,1.453,23.18,10.64,16.98,12.7417,0.878831818,46.86041,116.03806
ID,1972.5,234,10.1,427.2,88.8,2375.4,34.7,51.95763485,10,1.83,2418.970699,0.9,2.9,178.75,25.3525,5.74,52.9,8.8,3.51,0,106,2366.7,56.63,972,0.026,0.961,8.65,42.14,13.65,38.8734,2.075786364,42.37661,111.47717
ID,62.3,11.91,4.8,10.4,34.9,84,4.2,0.056,10,1.21,77.448,0.2,5,99,2,6,11.7,0.1,0.163,0,256,1693.2,67.98,413,0.027,1.351,0.2,23.84,24.78,37.7326,0,48.75671,116.73369
ID,625.7,101.5,44,287.8,138.8,997,16.1,14.20779172,5,1.15,934.3461844,0.6,0,82.5,38.61875,32.13,33.5,2.6,0.695,0,124,2399.4,66.35,869,0,0.79,2.3,30.93,12.36,37.1369,1.84922381,44.4664,111.91133
ID,505.5,63.4,9.9,42,79,564.3,7.1,3.518128849,0,0.64,530.020876,0.5,5.7,94,2.214,8.66,21,1.52,0.23,0,59,2236,61.55,660,0,0.821,1.38,16.6,24.29,23.0753,0,44.13731,115.18667
ID,1295.4,233.3,103.3,686.3,538.9,2279.8,133.1,195.3368903,17,2.59,2083.365673,1.5,33.6,766.875,112.66125,36.81,114.9,0.64,1.01,37.77,344,1060.2,32.48,441,3.143,0.579,12.9,28.58,9.55,348.0811,1.977313636,46.36471,116.74636
ID,226.8,53.1,31.3,140.8,146,436,36.1,1.276930107,10,2.02,401.9280918,0.8,5,148.125,39.22625,28.68,58.3,12,3.73,0,167,1119.1,92.84,422,1.171,1.031,13.02,0,14.18,5.9777,2.272768182,47.10877,116.73196
ID,3117.3,372.3,12.8,1030.8,79.7,3768.4,15.8,57.41312508,0,0.73,3523.647219,0.4,0,83.75,38.1975,7.17,357.7,2.4,0.168,0,299,2264.5,63.02,964,0,0.619,7.35,36.22,20.99,3.9986,0.33335,43.52574,111.25428
ID,235.5,55.33,17.3,60.8,253.7,508.3,7.9,4.443380199,0,1.01,463.1212511,0.4,0,65.625,48.91125,26.01,54.3,1.08,1.35,0,226,2505.1,77.9,678,0.032,0.789,2.82,9.46,20.71,215.7882,1.772809091,44.38768,114.69394
ID,302,59.59,32.8,131.6,142.8,556.6,8.7,1.432493697,20,1.78,529.7536456,0.4,2.9,135.625,28.87125,22.33,18.3,3.84,0.409,0,203,1227,87.95,505,1.21,1.264,21.25,6.19,18.12,4.9581,0.969745455,46.66214,115.7863
ID,257.5,54.64,24.3,125.8,140.6,518,8.7,0.60524913,20,2.76,489.6834294,0.5,0,150.625,32.24875,27.74,11.7,4.4,2.33,0.02,194,1050.4,94.1,447,0,1.085,1.82,1.41,15.22,5.6908,1.5,46.93882,116.46172
ID,2908.2,363.9,11.4,848.6,172.7,3780.2,115.6,49.74568643,10,0.96,3505.392575,0.6,5,137.5,10.73,10.76,63.5,2.16,0.627,0,42,2053.2,63.56,947,1.325,0.749,6.73,33.82,12.23,24.1575,0,42.85248,112.07726
ID,111.1,21.65,16.3,41,49.2,176.1,5.9,0.387438635,5,1.06,176.2723363,0.4,2.9,89.375,2.84375,9.61,26.2,1.4,0.117,0,15,1608.1,99.09,500,0,1.206,0.3,0.74,26.17,7.2701,0.742454545,47.19756,115.63723
ID,153.6,29.36,12.9,18.9,119,279.4,6.8,0.616403295,10,1.45,255.7679873,0.5,2.1,121.25,21.35125,17.61,11,6.48,0.415,0,189,2115.6,64.77,582,1.181,1.067,0.94,33.24,16.6,2.5399,1.00005,44.70859,115.83017
ID,194.2,39.87,20.9,73.7,134.7,395.3,7.9,1.655545993,15,2.15,352.3079837,0.6,1.4,143.75,15.88375,17.22,16.4,1.52,0.468,0,179,1513.9,94.86,552,0.07,1.173,6.42,1.9,14.22,56.8199,2.166668182,45.89351,115.44778
OR,495.1,124.9,74.7,427.7,330.4,1286.5,13.8,13.02,15,6.28,1155.046,1.3,0,703,45,37.92,2.3,9.2,1.01,0,275,1727.2,65.59,242,0.018,0.664,15.24,22.68,3.97,1137.1881,1.5,42.68841,121.25764
OR,231.3,63.08,21.8,147,233.5,469.6,66.3,1.757,10,1.12,459.981,1.1,4.3,169,20,17.46,61.4,2.7,1.2,10.07,313,794.6,78.77,57,26.647,1.599,13.5,4.87,14.53,10211.3929,0.984890909,44.49434,123.22857
OR,742.2,129.1,22.2,362,233.8,1279.7,20.3,14.221,10,1.74,1261.528,0.4,2.1,85,48,37.21,15.8,0.8,0.693,0,78,1698.4,82.66,301,0.227,0.627,17.59,17.34,12.18,4.4036,1.5,44.47633,120.13192
OR,138,34.53,22.9,59.7,121.4,293.7,7.3,1.672,5,1.24,289.194,0.4,0,78,9,18.25,26,0.1,0.367,0,279,1736.6,89.52,377,0.035,0.79,5.3,10.32,15.43,28.3874,0.98417619,45.09325,118.66608
OR,365.6,139.7,47.2,423.8,438.5,1138.5,59,36.53,9,0.75,1048.643,0.9,12.1,299,75,31.7,41,5,0.397,4.57,20,1273,45.58,204,4.202,0.519,12.72,46.73,6.52,25152.7128,2.697009091,45.15342,121.10704
OR,717.6,150.3,49.7,566.1,79.5,1473.8,22.6,10.741,4,1.26,1510.198,0.3,0,140,34,38.2,19.4,2.4,0.341,0,313,1521.7,80.12,370,0.175,0.578,14.63,19.86,9.18,17.1483,0.027779167,44.92587,118.89044
OR,400.7,129.9,45.3,223.7,681.7,1165.8,38.6,32.854,5,1.62,1108.065,1,2.9,191,13,32.9,98.3,1.6,1.14,0,268,1426.4,67.92,367,0.031,0.687,23.38,25.66,6.65,160.1502,1.742463636,45.17222,118.73584
WA,330.7,65.24,12.1,125.4,163.2,405.2,120.7,0.796,5,1.26,370.394,1.2,15,326,13,14.21,65,2.9,0.476,2.47,290,254.2,90.41,17,1.852,2.759,13.92,0.34,15.1,221.4068,0.553031818,46.57226,123.61003
WA,272.6,67.66,6.8,134.4,237.2,416.9,182.5,0.181,26,4.11,386.151,0.5,2.1,201,27,12.25,24.4,7.6,2.72,0,332,83,81.42,7,0,2.654,8.15,0.15,11.85,2.3913,0,48.08744,124.59939
WA,600.8,110.7,16.5,308.5,124.4,734.3,57.8,7.47,5,0.78,726.564,0.6,14.3,235,6,9.35,259,24.4,1.76,10.81,272,756.2,71.22,10,11.714,1.928,10.37,4.38,18.22,1925.1715,2.083377273,48.86705,122.565
